#,customer_id,created_at_date,order_number,amount
6895,1xh60cki7pkj2pqys7,2021-04-01 03:26:31.511000,GV46965,1700
6896,1xh60cki7pkj2q15ww,2021-04-01 03:37:00.476000,GV46966,2800
6897,1xh60ckoy1kk24qdix,2021-04-01 03:44:58.405000,GV46967,3300
6898,1xh60ck9lzkjil640d,2021-04-01 03:49:54.668000,GV46968,1800
6899,1o8i1lkmyc9mta,2021-04-01 03:59:19.525000,GV46969,1990
6900,1xh60ck9lzkjfowy7k,2021-04-01 03:59:20.231000,GV46970,1960
6901,1xh60cki7pkj2ps9nh,2021-04-01 03:59:50.771000,GV46971,2800
6902,1xh60cki7pkj2pdzwr,2021-04-01 04:02:44.664000,GV46972,5900
6903,2m2ocnkmfm26lj,2021-04-01 04:04:16.624000,GV46973,1760
6904,1o8i1lkmxrh4ml,2021-04-01 04:12:21.274000,GV46974,1990
6905,1xh60cki7pkj2praf5,2021-04-01 04:21:55.836000,GV46975,1800
6906,14cslklxwk7ws,2021-04-01 04:25:45.132000,GV46976,2050
6907,1o8i1lkmxgv1ok,2021-04-01 04:26:52.903000,GV46977,1900
6908,xgxgm45lkl1w8j6o,2021-04-01 04:31:55.528000,GV46978,2960
6909,15ee6qlkkzi3co1,2021-04-01 04:38:21.482000,GV46979,2800
6910,1xh60ck5oikk6v53vs,2021-04-01 04:39:37.739000,GV46980,2800
6911,2m2ocnkmhu6fo0,2021-04-01 04:42:13.360000,GV46981,1700
6912,1xh60ckfyrklm5xtut,2021-04-01 04:43:14.940000,GV46982,1260
6913,xgxgm45lkl1o9i53,2021-04-01 04:49:03.237000,GV46983,300
6914,2wcllklq6z7ln,2021-04-01 04:49:23.581000,GV46984,1760
6915,1xh60ckciakjb7j7w6,2021-04-01 04:51:06.342000,GV46985,1990
6916,1xh60ckj9ckmvzcnul,2021-04-01 04:52:22.378000,GV46986,1
6917,2m2ocnkmkdqecq,2021-04-01 04:59:01.972000,GV46987,3300
6918,1xh60ck65ykmyer8pd,2021-04-01 04:59:20.968000,GV46988,1260
6919,1xh60cki7pkj2q2wn4,2021-04-01 05:02:04.049000,GV46989,1860
6920,1o8i1lkmxtx6ro,2021-04-01 05:05:25.176000,GV46990,1
6921,14cslkltgrfkl,2021-04-01 05:15:57.413000,GV46991,5900
6922,1o8i1lkmyfkqbu,2021-04-01 05:24:47.695000,GV46992,1960
6923,1o8i1lkmyf6ok1,2021-04-01 05:29:07.904000,GV46993,1900
6924,1xh60ck65ykmyfvqey,2021-04-01 05:32:22.235000,GV46994,1
6925,1o8i1lkmyfmdzb,2021-04-01 05:39:39.044000,GV46995,1800
6926,1boednkmn2si8o,2021-04-01 05:58:15.883000,GV47001,1990
6927,1o8i1lkmyfsabn,2021-04-01 05:41:50.427000,GV46997,1700
6928,vojwml7lkmvgsts7,2021-04-01 05:44:48.768000,GV46998,600
6929,1o8i1lkmyg2hzo,2021-04-01 05:53:10.078000,GV46999,1260
6930,1o8i1lkmyg7m3j,2021-04-01 05:54:15.658000,GV47000,2050
6931,1o8i1lkmygkm6y,2021-04-01 06:01:13.592000,GV47002,1760
6932,1o8i1lkmx0e0ef,2021-04-01 06:04:07.385000,GV47003,1760
6933,1o8i1lkmygkm6y,2021-04-01 06:06:09.682000,GV47004,1860
6934,l9vmlklsdqgjk,2021-04-01 06:12:41.262000,GV47005,600
6935,n0e7mkmelsrhe,2021-04-01 06:16:01.875000,GV47006,600
6936,1xh60cki7pkj2pe9ld,2021-04-01 06:34:09.982000,GV47007,1800
6937,3l0yflkle1r6ge,2021-04-01 06:39:20.014000,GV47008,1860
6938,1o8i1lkmyepvf6,2021-04-01 06:43:27.366000,GV47009,1860
6939,1o8i1lkmyi7cuw,2021-04-01 06:46:41.291000,GV47010,2050
6940,1xh60ck65ykmyiswcg,2021-04-01 06:53:49.696000,GV47011,1800
6941,1xh60ckarvkke56gmk,2021-04-01 06:55:40.076000,GV47012,1200
6942,1xh60ckarvkke56gmk,2021-04-01 06:57:55.022000,GV47013,1
6943,gees9mklow7yfk,2021-04-01 06:59:52.656000,GV47014,4600
6944,1xh60cki7pkj2q1zkc,2021-04-01 07:14:00.971000,GV47015,1860
6945,1boednkmnaqd71,2021-04-01 07:29:58.703000,GV47016,1860
6946,1xh60ck9lzkjnqwf17,2021-04-01 07:32:08.971000,GV47017,1860
6947,1xh60ck65ykmykdn29,2021-04-01 07:36:59.476000,GV47018,1860
6948,1o8i1lkmyjhy7j,2021-04-01 07:37:04.796000,GV47019,1260
6949,1o8i1lkmyknam4,2021-04-01 07:47:53.368000,GV47020,1860
6950,1o8i1lkmyk9jkq,2021-04-01 07:49:55.666000,GV47021,1660
6951,1xh60cki7pkj2pojpp,2021-04-01 07:53:45.853000,GV47022,1860
6952,1o8i1lkmyjhy7j,2021-04-01 08:02:30.687000,GV47023,660
6953,6os3gumkpas22yv,2021-05-30 06:15:19.423000,GV59797,2210
6954,oyiimkp44gts6,2021-05-28 14:33:19.176000,GV59447,1860
6955,ulpxlkpiblcos,2021-06-05 04:40:19.792000,GV61365,1460
6956,h7nclkoy0nz99,2021-05-21 07:54:22.615000,GV57552,1460
6957,5xgxllkkl6o78k,2021-05-21 07:58:23.050000,GV57553,1200
6958,h7nclkowlbfl7,2021-05-21 08:07:43.232000,GV57560,3300
6959,oyiimkp2vyv5e,2021-05-25 11:10:09.699000,GV58622,2210
6960,1xh60ck5rlkkxo9gc1,2021-06-02 13:59:42.949000,GV60709,1800
6961,1xh60ckfyrklq5kvxj,2021-06-01 12:54:57.114000,GV60436,2210
6962,1xh60ckarvkkf6sqov,2021-05-23 15:37:07.649000,GV58159,1200
6963,1xh60ckd7ykpciq7se,2021-05-31 11:18:31.695000,GV60124,1860
6964,h7nclkoo4ycra,2021-05-27 03:58:43.625000,GV59057,2210
6965,1xh60ck9lzkjsuzhio,2021-06-02 14:07:46.741000,GV60713,1800
6966,1xh60cki7pkj2pdxp1,2021-05-27 04:01:08.223000,GV59058,1460
6967,rphnxnkpfjd7py,2021-06-02 14:13:53.195000,GV60715,1860
6968,6os3gumkpauvpcu,2021-05-31 11:26:26.235000,GV60131,1800
6969,ulpxlkpgtx97l,2021-06-03 12:13:25.230000,GV60950,199
6970,1xh60ckn36kj8jjiw1,2021-06-04 09:08:17.574000,GV61174,2150
6971,ulpxlkpkr9q5t,2021-06-06 05:49:41.486000,GV61648,2150
6972,ulpxlkpjv57rj,2021-06-05 16:09:53.824000,GV61531,199
6973,ulpxlkpl8n4is,2021-06-06 13:56:43.171000,GV61764,1860
6974,1xh60cki7pkj2prmvf,2021-06-06 11:47:16.920000,GV61731,0.01
6975,1xh60ckd7ykpj9ttdc,2021-06-05 04:45:36.145000,GV61367,1460
6976,2m2ocnkmkajljq,2021-04-01 08:04:58.568000,GV47024,3100
6977,1o8i1lkmyl0t5g,2021-04-01 08:07:47.452000,GV47025,1400
6978,1xh60ckarvkkf2vmu3,2021-04-01 08:11:07.493000,GV47026,1800
6979,3l0yflkli9xhpg,2021-04-01 08:41:15.814000,GV47027,1460
6980,1xh60cki7pkj2pnl1j,2021-04-01 08:43:19.176000,GV47028,1860
6981,vojwml7lkmp6wq75,2021-04-01 08:44:00.476000,GV47029,1200
6982,1xh60cki7pkj2pslgp,2021-04-01 08:46:08.697000,GV47030,3600
6983,1xh60ckarvkkdyts25,2021-04-01 08:52:33.120000,GV47031,360
6984,1o8i1lkmyn3k2e,2021-04-01 08:59:23.720000,GV47032,300
6985,1o8i1lkmyn3mza,2021-04-01 08:59:43.936000,GV47033,1990
6986,1o8i1lkmynmrv9,2021-04-01 09:13:45.831000,GV47034,1800
6987,1o8i1lkmynpl8y,2021-04-01 09:29:46.926000,GV47035,2050
6988,1o8i1lkmyltbf5,2021-04-01 09:36:46.168000,GV47036,1860
6989,1o8i1lkmyomoz7,2021-04-01 09:40:11.540000,GV47037,1200
6990,1xh60cki7pkj2piohq,2021-04-01 09:52:40.801000,GV47038,1860
6991,1o8i1lkmyos66y,2021-04-01 10:04:39.523000,GV47039,1800
6992,1o8i1lkmyp7z9f,2021-04-01 10:06:07.197000,GV47040,1800
6993,1xh60ck65ykmypqalj,2021-04-01 10:07:04.262000,GV47041,2050
6994,1xh60ckp6lklqo8cgt,2021-04-01 10:22:28.271000,GV47042,2050
6995,1xh60ck65ykmyqfjnx,2021-04-01 10:42:32.522000,GV47044,1760
6996,l9vmlklrm8quz,2021-05-21 07:53:19.674000,GV57550,300
6997,12dtsnlknx3yyp0,2021-05-23 15:46:23.343000,GV58160,1800
6998,eut2nkp1cjuxt,2021-05-23 15:47:05.912000,GV58161,600
6999,14cslkluqdrq9,2021-05-23 15:50:36.483000,GV58162,1860
7000,1xh60ck65ykmyqxwv0,2021-04-01 10:42:47.936000,GV47045,2800
7001,1xh60cki7pkj2ppt44,2021-04-01 10:50:17.212000,GV47046,1990
7002,43oagmkks4z1wd,2021-04-01 10:55:09.089000,GV47047,300
7003,1o8i1lkmyrl7b1,2021-04-01 11:08:29.982000,GV47048,1800
7004,vojwml7lkmux0rib,2021-04-01 11:11:24.340000,GV47049,3190
7005,1xh60ck9lzkjti1w6e,2021-04-01 11:13:23.448000,GV47050,1260
7006,1o8i1lkmxayvee,2021-04-01 11:15:44.536000,GV47051,1860
7007,1o8i1lkmyrwc7q,2021-04-01 11:16:45.845000,GV47052,1800
7008,vojwml7lkmofu1i9,2021-04-01 11:17:57.293000,GV47053,1200
7009,3cofvmwmklc3dgjt,2021-04-01 11:19:50.221000,GV47054,360
7010,1o8i1lkmxiylh7,2021-04-01 11:24:57.294000,GV47055,1700
7011,1o8i1lkmysjsyz,2021-04-01 11:30:01.675000,GV47056,2050
7012,1xh60ckayukj41iel2,2021-04-01 11:33:58.411000,GV47057,1860
7013,15ee6qlkkulms7t,2021-04-01 11:35:15.779000,GV47058,2050
7014,1xh60cki7pkj2pzhac,2021-04-01 11:41:00.581000,GV47059,3300
7015,1o8i1lkmysshh8,2021-04-01 11:46:36.738000,GV47060,2050
7016,1o8i1lkmyl5gte,2021-04-01 11:59:04.201000,GV47061,2050
7017,1xh60cki7pkj2q0v28,2021-04-01 12:05:13.074000,GV47062,1800
7018,1o8i1lkmyu65xf,2021-04-01 12:13:50.803000,GV47063,2460
7019,1o8i1lkmyrt680,2021-04-01 12:13:58.175000,GV47064,1260
7020,1o8i1lkmyu65xf,2021-04-01 12:17:25.283000,GV47065,1260
7021,1xh60ck9lzkjseokw1,2021-04-01 12:24:21.990000,GV47066,1760
7022,1xh60cki7pkj2ppkdl,2021-04-01 12:28:12.663000,GV47067,2800
7023,3l0yflklj9lpht,2021-04-01 12:30:26.458000,GV47068,3300
7024,1xh60cki7pkj2plj23,2021-04-01 12:31:51.156000,GV47069,1860
7025,vojwml7lkmsrpwsa,2021-04-01 12:33:57.141000,GV47070,660
7026,1xh60ckj9ckmueki5q,2021-04-01 12:36:00.787000,GV47071,2050
7027,vojwml7lkmw2bfpw,2021-04-01 12:36:14.941000,GV47072,3300
7028,h7nclkovezget,2021-05-21 08:16:09.763000,GV57566,2210
7029,oyiimkp3xlneo,2021-05-25 11:14:21.350000,GV58624,2360
7030,1xh60cki7pkj2pk8bl,2021-05-28 14:36:48.372000,GV59449,800
7031,1e8sqmknepvr1t,2021-05-23 15:52:44.316000,GV58163,1260
7032,rphnxnkpfj6ju6,2021-06-02 14:00:46.194000,GV60710,1200
7033,1xh60ckd7ykpfk4o32,2021-06-02 14:22:03.676000,GV60717,259
7034,ulpxlkph6fl7y,2021-06-05 16:19:32.108000,GV61534,199
7035,ulpxlkpi36ir1,2021-06-04 09:04:29.578000,GV61172,1860
7036,h7nclkoy128ss,2021-05-21 08:09:49.917000,GV57562,1400
7037,1xh60ck1pzkp6divsj,2021-05-27 04:18:17.287000,GV59060,1860
7038,rphnxnkpgkuqoi,2021-06-03 12:19:09.644000,GV60951,2150
7039,rphnxnkpdzv5so,2021-06-01 13:01:15.588000,GV60439,2210
7040,103k1mkpci1r9h,2021-05-31 11:12:42.032000,GV60120,199
7041,eut2nkoylbpe0,2021-05-30 06:19:49.656000,GV59798,3300
7042,rphnxnkpe1kwaf,2021-06-01 13:01:35.789000,GV60440,1860
7043,ulpxlkpkvay4s,2021-06-06 07:43:11.578000,GV61668,299
7044,ulpxlkpj9jf1y,2021-06-05 04:49:11.076000,GV61369,2210
7045,ulpxlkpjzxh9o,2021-06-06 05:54:54.872000,GV61649,199
7046,1xh60cki7pkj2q0hvi,2021-06-05 04:41:59.531000,GV61366,3550
7047,1ik1dtlkplftjsv,2021-06-06 17:11:49.471000,GV61812,1260
7048,ulpxlkpl42abx,2021-06-06 11:42:50.125000,GV61730,1860
7049,1boednkmlzc8a7,2021-04-01 12:37:36.856000,GV47073,2050
7050,1xh60ck9lzkju7k1ao,2021-04-01 12:40:16.881000,GV47074,1860
7051,1xh60ckayukj5hm0u9,2021-04-01 12:40:52.822000,GV47075,1200
7052,vojwml7lkmw02t2y,2021-04-01 12:58:04.360000,GV47076,1900
7053,1o8i1lkmysvji0,2021-04-01 12:59:32.549000,GV47077,1200
7054,1xh60ck65ykmyw6cii,2021-04-01 13:07:51.881000,GV47078,300
7055,1xh60ck65ykmyw7ruv,2021-04-01 13:10:21.475000,GV47079,1200
7056,1o8i1lkmyw3tfw,2021-04-01 13:10:35.683000,GV47081,1760
7057,3l0yflklkv0plv,2021-04-01 13:10:35.770000,GV47080,3000
7058,1o8i1lkmyw23t6,2021-04-01 13:11:42.193000,GV47082,2050
7059,1xh60ck65ykmywa79x,2021-04-01 13:11:52.483000,GV47083,1800
7060,14cslklvyseba,2021-04-01 13:29:44.602000,GV47084,3300
7061,1o8i1lkmywyvem,2021-04-01 13:40:35.532000,GV47085,1400
7062,1xh60cki7pkj2prwbf,2021-04-01 13:42:08.839000,GV47086,1960
7063,1o8i1lkmyxbvzq,2021-04-01 13:44:27.652000,GV47087,2050
7064,1xh60ckayukj2ov4ul,2021-04-01 13:45:44.782000,GV47088,1860
7065,1xh60ckarvkkaz3paf,2021-04-01 13:47:17.259000,GV47089,1800
7066,1o8i1lkmyx6t1d,2021-04-01 13:51:25.495000,GV47090,1900
7067,1xh60ckayukj2ov4ul,2021-04-01 13:55:10.537000,GV47091,1860
7068,1o8i1lkmyxh7aa,2021-04-01 13:55:21.228000,GV47092,1600
7069,1xh60cki7pkj2pkjds,2021-04-01 14:05:50.120000,GV47093,1260
7070,1o8i1lkmywd603,2021-04-01 14:09:38.606000,GV47094,1860
7071,1xh60ck9lzkjr0bjqx,2021-04-01 14:10:48.560000,GV47095,1860
7072,1o8i1lkmxds0u5,2021-04-01 14:12:57.579000,GV47096,1
7073,1xh60ckarvkkbegasm,2021-04-01 14:22:40.905000,GV47097,1860
7074,vojwml7lkmq1pqj7,2021-04-01 14:25:41.862000,GV47098,1860
7075,1o8i1lkmyyx5ln,2021-04-01 14:32:39.989000,GV47099,2050
7076,1xh60cki7pkj2prvki,2021-04-01 14:34:58.999000,GV47100,1900
7077,vojwml7lkmom2mgs,2021-04-01 14:42:48.396000,GV47101,1860
7078,1xh60ckj9ckmfew5a0,2021-04-01 14:46:11.033000,GV47102,3300
7079,1xh60ck9lzkjrj7amh,2021-04-01 14:54:28.911000,GV47103,2800
7080,1xh60ck65ykmz09l0z,2021-04-01 15:01:51.341000,GV47104,1960
7081,1xh60cki7pkj2pi9ao,2021-04-01 15:03:40.578000,GV47105,1760
7082,1xh60ck65ykmz0be0o,2021-04-01 15:04:34.447000,GV47106,1990
7083,1xh60ck65ykmyyprtb,2021-04-01 15:08:08.851000,GV47107,1260
7084,1o8i1lkmz0aee9,2021-04-01 15:08:55.332000,GV47108,600
7085,1o8i1lkmz03b4q,2021-04-01 15:09:08.175000,GV47109,1990
7086,vojwml7lkmso22ny,2021-04-01 15:13:09.262000,GV47110,1800
7087,1xh60ckbddkk2ewwh4,2021-04-01 15:14:07.473000,GV47111,1800
7088,1xh60ck65ykmz0vw5e,2021-04-01 15:18:41.750000,GV47112,2050
7089,3l0yflkli9xhpg,2021-04-01 15:19:12.958000,GV47113,1860
7090,vojwml7lkmw50vvs,2021-04-01 15:19:44.055000,GV47114,2050
7091,1xh60ckarvkket4f5e,2021-04-01 15:25:29.952000,GV47115,2050
7092,1xh60cki7pkj2pras5,2021-04-01 15:28:02.741000,GV47116,1860
7093,14cslklx5l23m,2021-04-01 15:46:11.945000,GV47117,1860
7094,1o8i1lkmz1rl45,2021-04-01 15:51:57.526000,GV47118,300
7095,14cslklx5l23m,2021-04-01 15:54:17.738000,GV47119,2050
7096,1o8i1lkmz2316c,2021-04-01 15:55:04.471000,GV47120,300
7097,43oagmkkr7fm8q,2021-04-01 16:04:50.206000,GV47121,1200
7098,1xh60ckarvkkf4bdkp,2021-04-01 16:09:16.715000,GV47123,1860
7099,1xh60cki7pkj2q36qg,2021-04-01 16:09:33.933000,GV47124,1860
7100,2m2ocnkmiiw4hv,2021-04-01 16:10:56.158000,GV47125,1260
7101,1o8i1lkmz2k7cm,2021-04-01 16:11:15.021000,GV47126,1990
7102,1xh60ck9lzkjk6u72f,2021-04-01 16:13:06.794000,GV47127,1800
7103,1o8i1lkmz2l48j,2021-04-01 16:21:33.074000,GV47128,2050
7104,1o8i1lkmz2uhro,2021-04-01 16:28:25.301000,GV47129,1800
7105,1o8i1lkmz3g3xd,2021-04-01 16:34:15.662000,GV47130,660
7106,vojwml7lkmp4m2ta,2021-04-01 16:38:13.319000,GV47131,1860
7107,vpnqlkma8p1rx,2021-04-01 16:40:59.994000,GV47132,600
7108,1xh60ckb6akjrdskf5,2021-04-01 16:43:25.632000,GV47133,1660
7109,1xh60ck9lzkjtvctjp,2021-04-01 16:43:46.424000,GV47134,2800
7110,1xh60cki7pkj2q1rui,2021-04-01 16:46:25.742000,GV47135,2050
7111,1o8i1lkmz3znxy,2021-04-01 16:47:41.801000,GV47136,1960
7112,1xh60cki7pkj2pk8ku,2021-04-01 16:48:03.970000,GV47137,600
7113,1xh60cki7pkj2py7p0,2021-04-01 16:52:22.693000,GV47138,1860
7114,1o8i1lkmz3q802,2021-04-01 16:54:43.042000,GV47139,2050
7115,1xh60ckk7wkjh23bbc,2021-04-01 16:55:45.568000,GV47140,2800
7116,1xh60ck9lzkjwtkosy,2021-04-01 16:57:24.784000,GV47141,300
7117,1xh60ck4llkj34ptfu,2021-04-01 16:59:41.249000,GV47142,1800
7118,1xh60ck65ykmz404sl,2021-04-01 17:05:09.037000,GV47143,2800
7119,vojwml7lkmuw0qxp,2021-04-01 17:05:24.315000,GV47144,1960
7120,1xh60ckciakj9uzjio,2021-04-01 17:09:51.792000,GV47145,5900
7121,1xh60ckarvkkb0pfz8,2021-04-01 17:11:44.491000,GV47146,300
7122,1o8i1lkmxxb9x5,2021-04-02 03:28:20.735000,GV47197,360
7123,14cslkm1qzh1h,2021-04-01 17:14:05.084000,GV47147,1700
7124,15ee6qlkkwoezg4,2021-04-01 17:15:17.401000,GV47148,300
7125,1o8i1lkmz4ytkj,2021-04-01 17:15:46.938000,GV47149,1260
7126,1xh60ckab2kltb9eda,2021-04-01 17:16:00.278000,GV47150,1800
7127,1o8i1lkmz4q5oc,2021-04-01 17:25:33.872000,GV47151,2300
7128,vojwml7lkmuv0h4k,2021-04-01 17:28:19.676000,GV47152,5900
7129,1o8i1lkmz547pm,2021-04-01 17:32:50.262000,GV47153,1860
7130,1o8i1lkmxskihw,2021-04-01 17:39:22.796000,GV47154,1960
7131,1xh60ckl4tkj5uotsu,2021-04-01 17:41:01.167000,GV47155,1860
7132,1xh60ckl4tkj7iccf6,2021-04-01 17:41:21.817000,GV47156,1760
7133,1o8i1lkmz5u2lx,2021-04-01 17:43:26.483000,GV47157,1760
7134,1o8i1lkmz63h2w,2021-04-01 17:48:53.349000,GV47158,1860
7135,1xh60cki7pkj2pl7jj,2021-04-01 17:52:43.020000,GV47159,1800
7136,1xh60cki7pkj2pyu0y,2021-04-01 17:55:41.227000,GV47160,2800
7137,1xh60ck65ykmz6kekw,2021-04-01 17:58:43.491000,GV47161,660
7138,1o8i1lkmz6935p,2021-04-01 18:01:56.743000,GV47162,660
7139,1xh60ckd25kju7xhml,2021-04-01 18:06:34.210000,GV47163,1860
7140,56yzlkmnra36k,2021-04-01 18:11:32.289000,GV47164,1800
7141,1xh60cki7pkj2pxjl6,2021-04-01 18:13:15.602000,GV47165,2800
7142,1xh60ckjkxklxnide7,2021-04-01 18:24:10.411000,GV47166,2050
7143,1xh60cki7pkj2py87c,2021-04-01 18:31:46.279000,GV47167,2050
7144,1o8i1lkmz7cm0e,2021-04-01 18:40:15.291000,GV47168,2050
7145,1xh60cki7pkj2pglfy,2021-04-01 18:40:28.030000,GV47169,2800
7146,vojwml7lkmwc0zfn,2021-04-01 18:43:08.225000,GV47170,2050
7147,1o8i1lkmz8m50f,2021-04-01 19:02:26.039000,GV47171,1860
7148,wsw4lkl6fyijp,2021-04-01 19:04:58.079000,GV47172,600
7149,1xh60cki7pkj2pvt46,2021-04-01 19:10:28.419000,GV47173,3300
7150,1hejd1vlkmz9862a,2021-04-01 19:23:07.172000,GV47174,1760
7151,1xh60ck9lzkjo2i8eh,2021-04-01 19:31:23.051000,GV47175,1800
7152,1xh60cki7pkj2q2cdd,2021-04-01 19:42:21.227000,GV47176,1860
7153,1o8i1lkmzb6v0r,2021-04-01 20:10:35.147000,GV47177,1860
7154,1o8i1lkmzcixax,2021-04-01 20:48:15.977000,GV47178,1860
7155,1xh60ck65ykmzdbkbh,2021-04-01 21:08:49.380000,GV47179,600
7156,3l0yflkli2htow,2021-04-01 21:09:46.932000,GV47180,2800
7157,1xh60ck65ykmze197w,2021-04-01 21:27:20.710000,GV47181,2050
7158,1o8i1lkmzfim64,2021-04-01 22:15:29.597000,GV47182,3980
7159,wsw4lkl6fyijp,2021-04-02 00:02:02.377000,GV47183,1
7160,1xh60ck9lzkjr9rvrk,2021-04-02 00:13:43.162000,GV47184,1860
7161,vpnqlkm67tm0j,2021-04-02 00:16:49.585000,GV47185,1990
7162,1xh60ck9lzkjmza558,2021-04-02 01:41:15.078000,GV47186,1760
7163,l9vmlkls1u858,2021-04-02 01:42:41.272000,GV47187,1760
7164,3l0yflklhy0qyi,2021-04-02 01:51:11.249000,GV47188,660
7165,1xh60ckn2hkj8c26wi,2021-04-02 02:11:15.677000,GV47189,3300
7166,1xh60ck65ykmzoctla,2021-04-02 02:16:03.473000,GV47190,660
7167,1xh60cki7pkj2pu9jh,2021-04-02 03:00:15.467000,GV47191,2050
7168,1xh60ck65ykmzq22s4,2021-04-02 03:04:09.494000,GV47192,2050
7169,56yzlkmnoiish,2021-04-02 03:10:38.898000,GV47193,2800
7170,1xh60cki7pkj2pkwuw,2021-04-02 03:11:11.574000,GV47194,1860
7171,1xh60ck9lzkjswymlt,2021-04-02 03:21:33.291000,GV47195,1860
7172,1xh60cki7pkj2q1s29,2021-04-02 03:27:24.940000,GV47196,4900
7173,wsw4lkl7vbvg1,2021-04-02 03:32:57.179000,GV47198,660
7174,1xh60ck65ykmzrbm5c,2021-04-02 03:39:19.045000,GV47199,2050
7175,2m2ocnkmj6syks,2021-04-02 03:51:18.643000,GV47200,2050
7176,40im09hmklbo0ihr,2021-04-02 04:05:03.882000,GV47201,2050
7177,1xh60cki7pkj2px6uq,2021-04-02 04:33:49.182000,GV47202,1800
7178,1o8i1lkmztuymb,2021-04-02 04:52:23.111000,GV47203,2050
7179,1o8i1lkmz1lwsi,2021-04-02 04:57:54.555000,GV47204,3060
7180,1o8i1lkmzu3so8,2021-04-02 05:00:23.003000,GV47205,660
7181,1xh60ck9lzkjp7mtaq,2021-04-02 05:11:40.177000,GV47206,2800
7182,1xh60ck9lzkjwfhtif,2021-04-02 05:18:07.436000,GV47207,3300
7183,2m2ocnkmi0xuku,2021-04-02 05:33:41.158000,GV47208,2050
7184,vojwml7lkmvisxm0,2021-04-02 05:34:29.790000,GV47209,1860
7185,1o8i1lkmzvo75w,2021-04-02 05:42:22.873000,GV47210,1260
7186,1xh60cki7pkj2q2cvr,2021-04-02 05:48:07.901000,GV47211,1760
7187,1o8i1lkmzvb3s6,2021-04-02 05:48:18.596000,GV47212,1200
7188,1xh60cki7pkj2pyix2,2021-04-02 05:55:09.102000,GV47213,1960
7189,1xh60ckarvkkb87ra7,2021-04-02 06:05:17.168000,GV47214,3300
7190,14cslkm0ctt9w,2021-04-02 06:24:57.751000,GV47216,4500
7191,1o8i1lkmzx998t,2021-04-02 06:30:59.503000,GV47217,1860
7192,1xh60ckayukj5lwrh8,2021-04-02 06:31:32.919000,GV47218,3300
7193,1xh60cki7pkj2phm3r,2021-04-02 06:41:22.206000,GV47219,2050
7194,1xh60cki7pkj2pt15g,2021-04-02 06:41:36.977000,GV47220,4900
7195,1o8i1lkmx2nbwn,2021-04-02 06:46:17.439000,GV47221,1860
7196,1boednkmm7wdq9,2021-04-02 07:10:01.970000,GV47222,1200
7197,1o8i1lkmzys3s3,2021-04-02 07:10:58.086000,GV47223,2050
7198,vojwml7lkmtglgzn,2021-04-02 07:26:05.499000,GV47226,1260
7199,5xgxllkkjnbzzw,2021-04-02 07:26:26.353000,GV47227,1860
7200,vojwml7lkmp6jmjd,2021-04-02 07:30:25.661000,GV47228,1260
7201,1xh60ckk5ckjx1yops,2021-04-02 07:34:05.080000,GV47229,1860
7202,1o8i1lkmzzq5gn,2021-04-02 07:37:04.138000,GV47230,660
7203,1o8i1lkmzv4dcp,2021-04-02 07:41:52.259000,GV47231,1860
7204,1xh60cki7pkj2q1gl8,2021-04-02 07:53:05.487000,GV47233,1700
7205,wsw4lkl597gfe,2021-04-02 07:54:11.046000,GV47234,1860
7206,1o8i1lkmzy3k6v,2021-04-02 07:55:02.175000,GV47235,1200
7207,1o8i1lkmxnorck,2021-04-02 07:55:38.213000,GV47236,1760
7208,1boednkmm7wdq9,2021-04-02 08:00:19.508000,GV47237,1
7209,1xh60cki7pkj2pg7qc,2021-04-02 08:03:48.923000,GV47238,1200
7210,1boednkmmactfo,2021-04-02 08:06:57.967000,GV47239,1990
7211,1xh60cki7pkj2ppujz,2021-04-02 08:13:29.243000,GV47240,3300
7212,3l0yflklkyaozi,2021-04-02 08:16:10.074000,GV47241,1860
7213,1o8i1lkn010d8n,2021-04-02 08:16:30.525000,GV47242,1860
7214,1xh60ckayukj316t8a,2021-04-02 08:20:05.853000,GV47243,1700
7215,1o8i1lkn01dehi,2021-04-02 08:24:49.104000,GV47244,1860
7216,1o8i1lkn02cml0,2021-04-02 08:52:28.002000,GV47246,2050
7217,1o8i1lkn02cdg3,2021-04-02 09:02:47.110000,GV47247,660
7218,1o8i1lkmyodn1z,2021-04-02 09:03:53.858000,GV47248,2050
7219,1o8i1lkn02f6d9,2021-04-02 09:04:08.637000,GV47249,2050
7220,2m2ocnkmir2l6q,2021-04-02 09:24:37.205000,GV47250,3300
7221,1o8i1lkn03xeld,2021-04-02 09:40:07.748000,GV47251,1800
7222,1xh60cki7pkj2pvuna,2021-04-02 09:43:37.766000,GV47252,2300
7223,xgxgm45lkl1a3zkr,2021-04-02 09:47:43.405000,GV47253,1860
7224,15ee6qlkkwl4f88,2021-04-02 09:51:48.762000,GV47254,600
7225,1xh60ck65ykn051f6i,2021-04-02 10:03:07.751000,GV47255,2050
7226,1xh60ck9lzkjvb6hxm,2021-04-02 10:07:40.594000,GV47256,2800
7227,1o8i1lkmyq685o,2021-04-02 10:12:12.286000,GV47257,1860
7228,xgxgm45lkl1wcof5,2021-04-02 10:12:37.467000,GV47258,1990
7229,1xh60ck65ykn05mma4,2021-04-02 10:19:36.571000,GV47259,2050
7230,1xh60cki7pkj2pwfwt,2021-04-02 10:28:43.770000,GV47260,1860
7231,1o8i1lkn05f4kt,2021-04-02 10:32:40.134000,GV47262,2050
